Time;Prop;Hx;LPG2;CO;CH4a;H2;Alco;LPG1;NOX;CL2;O3;CO2;Tolue;H2S;Amon;Etn;Benz;Ast;But;CH4b;Target
163032;4.75;5.51;3.99;0.79;7.96;0.81;3.91;4.62;2.71;2.78;1.82;2.86;0.51;0.39;0.47;9.45;5.59;12.15;8.58;2.05;2
163033;4.75;5.51;3.57;0.79;7.77;0.85;3.94;4.65;2.78;3.00;1.78;2.52;0.51;0.39;0.47;9.86;5.59;12.25;8.52;2.05;2
163034;4.75;5.49;3.57;0.88;7.77;0.81;3.97;4.68;2.71;2.78;1.74;2.74;0.81;0.39;0.47;9.45;5.64;12.25;8.58;2.27;2
163035;4.75;5.51;3.57;0.79;7.57;0.84;3.91;4.68;2.78;2.89;1.82;2.63;0.51;0.39;0.47;9.45;5.64;12.15;8.58;2.16;2
163036;4.78;5.51;3.65;0.79;8.37;0.83;3.94;4.62;2.84;2.82;1.78;2.63;0.53;0.39;0.47;9.35;5.59;12.15;8.58;2.16;2
163037;4.80;5.51;3.57;0.79;7.57;0.84;3.91;4.71;2.84;2.82;1.76;2.63;0.68;0.39;0.47;9.55;5.70;12.15;8.52;2.16;2
163038;4.92;5.51;3.57;0.82;7.57;0.83;4.10;4.62;2.71;2.82;1.78;3.10;0.53;0.39;0.47;9.45;5.64;12.15;8.58;2.16;2
163039;4.80;5.51;3.65;0.79;8.37;0.83;3.94;4.65;2.78;2.82;1.78;2.63;0.51;0.39;0.47;9.35;5.59;12.34;8.58;2.05;2
163040;4.73;5.52;3.57;0.82;7.77;0.83;3.94;4.59;3.11;2.78;1.84;3.90;0.51;0.39;0.47;9.55;5.59;12.34;8.52;2.16;2
163041;4.92;5.51;3.65;0.82;7.57;0.84;3.97;4.65;3.18;2.82;1.76;2.63;0.51;0.39;0.47;9.45;5.59;12.25;8.65;2.27;2
163042;4.78;5.52;3.91;0.79;7.57;0.81;3.94;4.62;3.04;2.85;1.89;2.74;0.53;0.39;0.47;9.45;5.64;12.34;8.52;2.16;2
163043;4.75;5.51;3.65;0.82;7.96;0.84;3.91;4.62;2.78;2.85;1.76;3.22;0.53;0.39;0.47;9.55;5.70;12.25;8.65;2.39;2
163044;4.73;5.52;3.65;0.79;7.57;0.81;4.04;4.62;2.78;2.82;1.74;2.74;0.53;0.39;0.47;9.45;5.70;12.34;8.58;2.16;2
163045;4.73;5.51;3.57;0.85;7.96;0.81;3.97;4.56;2.91;2.82;1.80;2.63;0.51;0.40;0.47;9.45;5.64;12.34;8.52;2.16;2
163046;4.78;5.51;3.82;0.82;7.96;0.87;3.94;4.59;2.78;2.85;1.89;2.74;0.53;0.39;0.46;9.35;5.70;12.25;8.52;2.16;2
163047;4.80;5.51;3.65;0.79;7.77;0.83;3.94;4.71;2.84;2.78;1.78;2.86;0.51;0.40;0.47;9.35;5.64;12.34;8.52;2.27;2
163048;4.80;5.52;3.99;0.82;7.77;0.81;3.91;4.59;2.84;2.85;1.78;3.90;0.51;0.39;0.47;9.45;5.76;12.34;8.52;2.16;2
163049;4.82;5.52;3.65;0.82;7.96;0.83;3.97;4.59;2.84;2.85;1.82;2.74;0.51;0.39;0.46;9.55;5.70;12.34;8.46;2.16;2
163050;5.07;5.52;3.74;0.85;7.96;0.84;4.07;4.56;2.78;2.89;1.74;3.10;0.51;0.39;0.47;9.55;5.82;12.44;8.52;2.27;2
163050;4.80;5.52;3.65;0.85;7.77;0.85;3.91;4.56;2.84;2.82;1.80;2.63;0.53;0.38;0.47;9.55;5.70;12.44;8.52;2.05;2
163051;4.80;5.52;3.74;0.79;7.96;0.84;4.10;4.62;2.91;2.85;1.80;3.35;0.51;0.38;0.47;9.55;5.70;12.34;8.52;2.27;2
163052;4.78;5.53;3.65;0.85;8.16;0.81;4.01;4.53;2.78;2.82;1.84;2.63;0.48;0.38;0.47;9.45;5.76;12.34;8.46;2.16;2
163053;4.80;5.53;3.65;0.85;7.77;0.84;3.97;4.62;2.84;2.89;1.78;2.74;0.53;0.38;0.47;9.55;5.70;12.34;8.52;2.16;2
163054;4.86;5.53;3.65;0.85;8.37;0.81;3.94;4.62;2.91;2.85;1.80;4.50;0.51;0.38;0.47;9.55;5.70;12.34;8.52;2.05;2
163055;4.80;5.53;3.65;0.82;8.37;0.83;3.88;4.59;2.84;2.96;1.78;2.63;0.51;0.39;0.47;9.45;5.87;12.34;8.46;2.05;2
163056;4.80;5.53;3.65;0.82;7.77;0.83;3.97;4.56;2.91;2.89;1.78;2.74;0.51;0.39;0.47;9.96;5.70;12.44;8.52;2.05;2
163057;4.80;5.53;3.57;0.82;7.77;0.81;3.94;4.53;2.98;2.85;1.91;2.74;0.56;0.38;0.47;9.76;5.70;12.44;8.52;2.16;2
163058;4.80;5.51;3.74;0.79;8.16;0.83;3.94;4.56;2.91;2.89;1.78;2.74;0.51;0.38;0.47;9.96;5.70;12.34;8.46;2.16;2
163059;4.84;5.53;3.65;0.82;7.57;0.85;3.88;4.56;2.98;2.85;1.78;2.63;0.51;0.38;0.47;9.35;5.70;12.44;8.52;2.16;2
163100;4.82;5.52;3.65;0.85;7.77;0.83;3.91;4.50;2.91;2.85;1.80;2.63;0.53;0.38;0.47;9.45;5.82;12.44;8.46;2.27;2
163101;4.82;5.52;3.57;0.82;7.96;0.84;3.97;4.56;2.91;2.85;1.82;2.74;0.51;0.39;0.47;9.45;5.76;12.53;8.46;2.16;2
163102;4.84;5.53;3.65;0.85;7.77;0.83;3.94;4.53;2.91;2.89;1.82;2.74;0.53;0.38;0.47;9.55;5.87;12.44;8.58;2.27;2
163103;4.96;5.53;3.57;0.82;7.96;0.87;3.94;4.50;2.98;2.92;1.82;3.48;0.51;0.38;0.47;9.96;5.76;12.53;8.46;2.16;2
163104;4.82;5.53;3.74;0.79;7.77;0.80;4.01;4.62;3.25;3.04;1.82;3.35;0.48;0.38;0.47;9.35;5.82;12.44;8.46;2.16;2
163105;4.84;5.53;3.65;0.82;7.96;0.83;3.94;4.56;2.91;3.15;1.82;2.74;0.53;0.38;0.47;9.55;5.87;12.44;8.46;2.27;2
163106;4.84;5.54;3.82;0.85;8.16;0.83;3.94;4.56;2.98;2.96;1.91;2.63;0.51;0.39;0.47;9.45;5.82;12.53;8.46;2.05;2
163107;4.82;5.55;3.91;0.91;8.37;0.83;4.01;4.50;2.98;2.96;1.82;2.86;0.51;0.38;0.47;9.45;5.76;12.53;8.46;2.27;2
163108;4.82;5.54;3.65;0.85;8.37;0.83;4.04;4.50;3.18;2.96;1.84;3.90;0.51;0.38;0.46;9.76;5.87;12.53;8.46;2.05;2
163109;4.82;5.54;3.91;0.85;7.77;0.80;3.94;4.47;2.98;2.92;1.82;2.63;0.48;0.38;0.47;9.55;5.87;12.81;8.46;2.27;2
163109;4.94;5.53;3.57;0.88;7.96;0.83;3.91;4.53;2.98;2.96;1.82;2.63;0.53;0.38;0.47;9.55;5.82;12.62;8.39;2.16;2
163110;5.07;5.53;3.57;0.85;7.96;0.81;3.91;4.53;2.98;3.00;1.84;2.63;0.59;0.38;0.47;9.55;5.93;12.72;8.46;2.16;2
163111;5.05;5.54;3.82;0.85;7.77;0.81;4.01;4.56;3.04;2.92;1.82;2.63;0.51;0.38;0.47;9.45;5.82;12.62;8.52;2.16;2
163112;5.05;5.54;3.57;0.82;8.78;0.81;3.94;4.53;3.04;3.00;1.84;3.90;0.51;0.39;0.47;9.76;5.82;12.53;8.39;2.05;2
163113;4.86;5.54;3.65;0.85;7.57;0.83;3.91;4.50;2.98;2.92;1.97;3.35;0.51;0.38;0.47;9.55;5.87;12.62;8.46;2.16;2
163114;5.07;5.55;3.57;0.91;7.96;0.84;3.94;4.50;3.47;3.07;1.84;2.63;0.65;0.38;0.47;9.45;5.93;12.53;8.39;2.05;2
163115;4.84;5.55;3.65;0.85;7.77;0.84;3.91;4.50;3.04;3.18;1.87;2.63;0.51;0.38;0.47;9.55;5.93;12.53;8.46;2.16;2
163116;4.82;5.54;3.57;0.88;7.77;0.84;3.94;4.50;3.04;2.96;1.84;3.62;0.48;0.38;0.47;9.55;5.82;12.62;8.52;2.27;2
163117;4.86;5.56;3.57;0.85;8.16;0.81;3.91;4.50;3.11;2.96;1.84;2.74;0.53;0.38;0.46;9.55;6.05;12.53;8.52;2.27;2
163118;4.80;5.55;3.65;0.82;7.96;0.83;3.91;4.53;3.04;2.96;1.84;3.35;0.53;0.38;0.46;9.55;5.87;12.53;8.46;2.16;2
163119;4.84;5.54;3.82;0.97;7.77;0.85;3.91;4.50;3.11;2.96;1.84;2.63;0.51;0.38;0.46;9.65;5.87;12.72;8.46;2.39;2
163120;4.90;5.56;3.65;0.85;7.96;0.83;3.91;4.53;3.04;2.96;1.84;2.74;0.48;0.38;0.47;9.96;5.87;12.53;8.52;2.16;2
163121;4.88;5.55;3.57;0.85;7.96;0.81;3.94;4.53;3.11;3.00;1.84;2.74;0.51;0.38;0.47;9.55;5.87;12.62;8.52;2.27;2
163122;4.86;5.56;3.65;0.85;7.77;0.83;3.91;4.47;3.04;3.00;1.87;2.63;0.51;0.38;0.46;9.65;5.99;12.72;8.52;2.27;2
163123;4.96;5.55;3.57;0.82;7.77;0.83;3.91;4.50;3.04;2.92;1.87;2.63;0.53;0.38;0.47;9.76;5.93;12.62;8.46;2.39;2
163124;4.84;5.56;3.65;0.88;7.96;0.81;3.94;4.50;3.04;2.96;1.84;2.63;0.71;0.39;0.47;9.55;5.82;12.62;8.52;2.27;2
163125;4.90;5.55;3.57;0.88;7.77;0.81;4.04;4.47;3.11;3.00;1.87;3.62;0.85;0.38;0.47;9.55;5.99;12.62;8.39;2.27;2
163126;4.88;5.55;3.74;0.85;8.16;0.84;3.97;4.50;3.04;2.96;1.87;3.48;0.53;0.38;0.46;9.76;5.93;12.62;8.46;2.27;2
163127;4.88;5.55;3.74;0.85;7.96;0.81;4.07;4.47;2.98;3.15;1.87;2.63;0.48;0.37;0.47;9.55;5.93;12.62;8.46;2.39;2
163128;4.84;5.55;3.57;0.85;7.77;0.83;3.88;4.47;3.11;2.96;1.87;2.63;0.51;0.38;0.46;9.55;5.93;12.72;8.46;2.27;2
163128;4.80;5.55;3.57;0.85;8.16;0.80;4.19;4.44;3.40;3.00;1.87;2.63;0.74;0.38;0.46;9.86;5.93;12.72;8.46;2.27;2
163129;4.86;5.55;3.57;0.82;7.96;0.83;3.91;4.44;3.11;3.15;1.87;2.74;0.51;0.37;0.46;9.55;5.93;12.72;8.46;2.27;2
163130;5.09;5.55;3.65;0.82;8.16;0.80;3.94;4.44;3.18;3.00;1.87;2.63;0.53;0.37;0.46;9.55;5.99;12.72;8.39;2.27;2
163131;4.90;5.55;4.08;0.88;7.96;0.81;3.94;4.47;3.04;3.00;1.84;2.63;0.53;0.37;0.46;9.55;5.93;12.81;8.39;2.16;2
163132;4.88;5.55;3.74;0.88;8.57;0.81;3.91;4.44;3.04;3.18;1.87;2.63;0.51;0.37;0.46;9.55;5.87;12.81;8.39;2.16;2
163133;4.90;5.56;3.74;0.85;8.37;0.81;4.04;4.41;3.11;2.96;1.87;4.19;0.59;0.37;0.46;9.86;5.99;12.72;8.39;2.39;2
163134;4.90;5.56;3.65;0.85;8.16;0.85;4.04;4.44;3.11;2.96;1.87;2.63;0.51;0.37;0.46;9.55;5.93;12.81;8.46;2.16;2
163135;4.84;5.56;3.65;0.88;8.16;0.81;3.91;4.47;3.33;2.96;1.89;2.74;0.59;0.38;0.47;9.65;5.87;12.62;8.39;2.16;2
163709;4.19;5.27;3.65;0.65;7.28;0.82;3.66;4.68;2.12;2.37;1.53;2.54;0.55;0.42;0.49;9.15;4.84;10.56;8.82;1.78;3
163710;4.26;5.27;3.65;0.62;6.73;0.79;3.75;4.95;1.98;2.37;1.53;2.65;0.55;0.42;0.49;8.93;4.59;10.70;8.73;1.65;3
163711;4.26;5.27;3.65;0.58;6.73;0.81;3.60;4.75;2.05;2.37;1.53;2.65;0.55;0.41;0.49;9.15;4.67;10.70;8.90;1.65;3
163712;4.24;5.27;3.57;0.58;6.73;0.81;3.60;4.68;2.12;2.42;1.53;2.65;0.55;0.42;0.49;9.04;4.59;10.70;8.82;1.65;3
163713;4.26;5.27;3.65;0.56;6.91;0.81;3.63;4.81;1.98;2.37;1.53;2.54;0.70;0.42;0.49;8.93;4.67;10.84;8.90;1.65;3
163714;4.46;5.27;3.57;0.58;6.91;0.81;3.60;4.75;2.05;2.37;1.53;2.65;0.55;0.41;0.49;9.26;4.84;10.56;8.82;1.53;3
163715;4.24;5.28;3.65;0.58;6.73;0.82;3.75;4.75;1.98;2.37;1.64;3.51;0.55;0.41;0.48;8.93;4.67;10.56;8.73;1.65;3
163716;4.26;5.27;4.08;0.58;6.73;0.82;3.63;4.68;1.91;2.37;1.70;2.65;0.53;0.41;0.48;9.15;4.67;10.42;8.82;1.53;3
163717;4.24;5.26;3.65;0.58;6.73;0.83;3.60;4.68;2.05;2.37;1.53;2.77;0.64;0.40;0.48;8.93;4.59;10.84;8.90;1.65;3
163718;4.36;5.27;3.49;0.54;6.73;0.83;3.57;4.75;2.05;2.37;1.53;2.54;0.53;0.40;0.48;8.83;4.67;10.56;8.73;1.53;3
163719;4.24;5.26;3.57;0.58;6.73;0.82;3.78;4.68;2.05;2.37;1.51;2.54;0.53;0.41;0.48;8.93;4.67;10.56;8.90;1.53;3
163720;4.46;5.27;3.57;0.58;6.73;0.81;3.60;4.68;2.05;2.60;1.67;2.65;0.50;0.40;0.48;8.72;4.59;10.70;8.73;1.42;3
163721;4.49;5.26;3.49;0.56;6.91;0.82;3.60;4.68;2.05;2.65;1.53;3.12;0.55;0.40;0.47;8.93;4.51;10.70;8.82;1.53;3
163722;4.22;5.26;3.73;0.56;6.73;0.84;3.60;4.68;2.34;2.37;1.53;3.51;0.55;0.41;0.48;8.83;4.59;10.42;8.90;1.65;3
163723;4.19;5.26;3.49;0.58;6.73;0.82;3.57;4.75;2.05;2.37;1.59;2.54;0.55;0.40;0.47;8.83;4.59;10.84;8.90;1.65;3
163724;4.24;5.26;3.49;0.58;6.73;0.83;3.57;4.61;2.05;2.37;1.51;2.65;0.55;0.41;0.48;8.93;4.59;10.56;8.82;1.53;3
163725;4.22;5.26;3.82;0.54;7.66;0.81;3.54;4.68;1.98;2.37;1.53;2.65;0.53;0.39;0.47;8.93;4.67;10.70;8.73;1.65;3
163726;4.26;5.26;3.65;0.54;6.73;0.82;3.60;4.68;1.98;2.33;1.53;2.65;0.55;0.40;0.47;8.83;4.59;10.84;8.82;1.42;3
163727;4.20;5.25;3.57;0.58;6.73;0.79;3.57;4.68;1.84;2.33;1.64;2.65;0.55;0.40;0.47;8.83;4.59;10.42;8.82;1.42;3
163728;4.22;5.25;3.65;0.56;7.28;0.82;3.60;4.55;1.98;2.33;1.53;2.44;0.50;0.39;0.47;8.83;4.51;10.70;8.73;1.42;3
163728;4.22;5.25;3.49;0.56;6.73;0.82;3.60;4.68;1.84;2.33;1.51;2.54;0.64;0.39;0.47;8.72;4.76;10.42;8.73;1.42;3
163729;4.20;5.24;3.65;0.56;6.38;0.81;3.54;4.68;1.98;2.33;1.48;2.65;0.84;0.39;0.47;8.83;4.59;10.56;8.73;1.53;3
163730;4.26;5.25;3.90;0.56;6.56;0.82;3.57;4.61;1.98;2.24;1.51;2.77;0.53;0.39;0.47;8.72;4.59;10.70;8.73;1.32;3
163731;4.30;5.24;3.49;0.56;6.73;0.79;3.54;4.95;1.91;2.28;1.53;2.65;0.67;0.39;0.47;8.83;4.51;10.56;8.64;1.42;3
163732;4.20;5.24;3.99;0.52;6.73;0.81;3.57;4.61;1.98;2.24;1.51;2.65;0.67;0.39;0.47;8.72;4.76;10.84;8.73;1.32;3
163733;4.20;5.25;3.65;0.62;6.73;0.78;3.54;4.75;1.98;2.28;1.51;2.54;0.55;0.39;0.47;8.72;4.51;10.42;8.90;1.42;3
163734;4.24;5.25;3.73;0.54;7.10;0.79;3.54;4.55;2.12;2.28;1.64;2.65;0.55;0.39;0.46;8.72;4.51;10.56;8.64;1.53;3
163735;4.20;5.25;3.65;0.54;6.73;0.79;3.54;4.68;1.98;2.28;1.48;2.44;0.53;0.39;0.46;8.72;4.51;10.42;8.73;1.42;3
163736;4.20;5.24;3.57;0.52;6.56;0.78;3.54;4.55;2.05;2.33;1.51;2.65;0.55;0.39;0.46;8.83;4.76;10.42;8.73;1.42;3
163737;4.19;5.24;3.82;0.52;6.73;0.79;3.51;4.61;1.91;2.46;1.53;2.54;0.55;0.40;0.46;8.72;4.59;10.42;8.82;1.32;3
163738;4.13;5.24;3.57;0.52;6.73;0.77;3.60;4.61;1.98;2.33;1.53;2.44;0.55;0.39;0.47;8.72;4.59;10.42;8.73;1.42;3
163739;4.24;5.24;3.65;0.60;6.38;0.81;3.57;4.55;1.84;2.56;1.48;2.54;0.55;0.39;0.46;8.61;4.51;10.56;8.64;1.32;3
163740;4.17;5.24;3.57;0.52;6.56;0.78;3.51;4.55;1.98;2.19;1.51;2.65;0.84;0.39;0.46;8.93;4.51;10.42;8.64;1.32;3
163741;4.38;5.24;3.49;0.58;6.56;0.78;3.54;4.55;1.91;2.28;1.62;2.65;0.53;0.38;0.46;9.04;4.67;10.42;8.73;1.32;3
163742;4.22;5.23;3.49;0.52;6.91;0.78;3.57;4.55;1.98;2.24;1.48;2.54;0.55;0.38;0.46;8.72;4.51;10.42;8.64;1.32;3
163743;4.20;5.23;3.99;0.54;6.38;0.78;3.54;4.48;1.98;2.19;1.48;2.65;0.50;0.40;0.46;8.61;4.51;10.42;8.64;1.22;3
163744;4.20;5.23;3.49;0.50;6.38;0.78;3.51;4.55;1.84;2.28;1.51;2.54;0.55;0.39;0.46;8.61;4.51;10.42;8.73;1.42;3
163745;4.36;5.23;3.65;0.52;6.56;0.78;3.57;4.55;1.84;2.19;1.45;3.78;0.55;0.39;0.46;8.93;4.51;10.42;8.64;1.32;3
163746;4.19;5.24;3.57;0.58;7.10;0.76;3.54;4.55;1.91;2.19;1.45;2.54;0.53;0.38;0.46;8.61;4.51;10.84;8.73;1.42;3
163747;4.20;5.23;3.73;0.52;6.56;0.77;3.57;4.88;1.77;2.33;1.45;2.65;0.55;0.38;0.46;8.61;4.51;10.70;8.73;1.32;3
163748;4.38;5.23;3.49;0.56;7.10;0.78;3.48;4.61;1.98;2.33;1.48;2.54;0.53;0.38;0.46;8.61;4.51;10.70;8.64;1.32;3
163748;4.19;5.22;3.73;0.52;6.56;0.81;3.51;4.55;1.98;2.51;1.45;2.54;0.50;0.38;0.45;8.61;4.51;10.27;8.73;1.42;3
163749;4.15;5.22;3.65;0.56;6.56;0.81;3.54;4.55;2.34;2.19;1.56;2.54;0.55;0.38;0.45;8.72;4.59;10.27;8.64;1.32;3
163750;4.13;5.22;3.65;0.52;6.56;0.81;3.63;4.55;1.91;2.70;1.43;2.65;0.55;0.39;0.45;8.61;4.51;10.70;8.64;1.32;3
163751;4.15;5.23;3.49;0.50;6.56;0.81;3.51;4.55;2.12;2.19;1.48;2.44;0.53;0.38;0.45;8.72;4.59;10.42;8.73;1.32;3
163752;4.20;5.22;3.49;0.54;6.38;0.78;3.48;4.55;1.84;2.33;1.48;2.44;0.53;0.37;0.45;8.61;4.51;10.56;8.64;1.42;3
163753;4.17;5.22;3.49;0.58;6.38;0.79;3.46;4.48;1.77;2.28;1.43;2.65;0.53;0.39;0.46;8.61;4.51;10.42;8.73;1.22;3
163754;4.34;5.22;3.49;0.52;6.73;0.76;3.48;4.48;1.77;2.28;1.43;2.65;0.58;0.37;0.45;8.61;4.51;10.42;8.64;1.32;3
163755;4.32;5.22;3.65;0.50;6.38;0.77;3.51;4.55;1.77;2.46;1.48;2.54;0.53;0.37;0.45;8.61;4.43;10.42;8.73;1.32;3
163756;4.17;5.22;3.49;0.48;6.38;0.78;3.46;4.55;1.77;2.28;1.45;2.54;0.55;0.38;0.45;8.61;4.51;10.27;8.73;1.22;3
163757;4.17;5.22;3.57;0.50;6.38;0.77;3.48;4.81;1.84;2.24;1.45;2.54;0.55;0.37;0.45;8.61;4.43;10.27;8.64;1.22;3
163758;4.34;5.22;3.57;0.50;6.56;0.79;3.48;4.81;1.91;2.19;1.59;2.54;0.55;0.38;0.45;8.61;4.51;10.27;8.73;1.32;3
163759;4.17;5.23;3.57;0.52;7.28;0.78;3.48;4.42;1.77;2.28;1.45;3.12;0.53;0.37;0.45;8.51;4.43;10.42;8.64;1.42;3
163800;4.38;5.22;3.57;0.50;6.56;0.77;3.51;4.55;1.84;2.19;1.62;2.65;0.53;0.37;0.45;8.61;4.51;10.27;8.82;1.22;3
163801;4.20;5.22;3.49;0.50;6.56;0.78;3.48;4.55;1.84;2.24;1.48;3.65;0.53;0.38;0.45;8.51;4.43;10.42;8.82;1.32;3
163802;4.38;5.23;3.49;0.46;6.38;0.78;3.48;4.61;2.19;2.33;1.45;3.00;0.53;0.38;0.45;8.72;4.43;10.42;8.64;1.32;3
163803;4.20;5.21;3.57;0.50;6.38;0.77;3.46;4.42;1.77;2.42;1.45;2.54;0.55;0.37;0.45;8.72;4.43;10.27;8.82;1.22;3
163804;4.20;5.22;3.49;0.48;6.56;0.76;3.46;4.61;1.77;2.24;1.48;2.44;0.55;0.37;0.45;8.61;4.43;10.13;8.82;1.22;3
163805;4.17;5.22;3.65;0.50;6.38;0.77;3.40;4.55;1.84;2.24;1.43;2.65;0.50;0.37;0.45;8.51;4.35;10.27;8.73;1.32;3
163806;4.17;5.22;3.49;0.50;6.38;0.77;3.46;4.48;1.77;2.15;1.45;2.54;0.53;0.37;0.45;8.93;4.43;10.42;8.82;1.32;3
163807;4.40;5.21;3.57;0.50;6.56;0.77;3.51;4.48;1.77;2.15;1.53;2.65;0.61;0.37;0.45;8.51;4.43;10.42;8.73;1.42;3
163807;4.11;5.21;3.65;0.50;6.56;0.79;3.46;4.68;1.77;2.28;1.45;2.65;0.55;0.38;0.45;8.51;4.59;10.42;8.73;1.42;3
163808;4.13;5.21;3.49;0.48;6.38;0.75;3.46;4.88;1.71;2.24;1.48;2.65;0.55;0.37;0.46;8.51;4.43;10.27;8.73;1.22;3
163809;4.13;5.21;3.57;0.50;6.38;0.79;3.43;4.42;1.77;2.28;1.43;2.54;0.55;0.38;0.46;8.51;4.51;10.70;8.82;1.22;3
163810;4.15;5.21;3.49;0.50;6.91;0.78;3.48;4.75;1.84;2.24;1.51;2.65;0.55;0.37;0.45;8.51;4.51;10.56;8.90;1.42;3
163811;4.15;5.21;3.57;0.48;6.56;0.77;3.40;4.55;1.77;2.15;1.43;2.54;0.53;0.37;0.45;8.51;4.51;10.27;8.82;1.32;3
163812;4.30;5.21;3.49;0.54;6.56;0.78;3.57;4.48;1.77;2.19;1.45;2.54;0.55;0.37;0.45;8.51;4.43;10.27;8.73;1.42;3
163813;4.22;5.21;3.49;0.52;6.56;0.76;3.43;4.48;1.91;2.19;1.43;2.54;0.48;0.38;0.45;8.51;4.59;10.27;8.73;1.32;3
163814;4.09;5.20;3.73;0.48;6.38;0.77;3.46;4.48;1.84;2.15;1.48;3.25;0.53;0.37;0.45;8.51;4.35;10.42;8.82;1.22;3
163815;4.11;5.21;3.49;0.48;6.56;0.75;3.43;4.61;1.71;2.15;1.45;3.25;0.53;0.37;0.44;8.83;4.43;10.56;8.82;1.22;3
163816;4.19;5.21;3.49;0.50;6.56;0.77;3.40;4.55;1.77;2.33;1.59;2.54;0.64;0.37;0.44;8.40;4.35;10.70;8.82;1.32;3
163817;4.15;5.20;3.57;0.48;6.91;0.76;3.54;4.55;1.71;2.10;1.40;2.54;0.61;0.37;0.45;8.61;4.51;10.13;8.73;1.42;3
163818;4.36;5.20;3.49;0.46;6.56;0.77;3.60;4.42;1.77;2.24;1.43;2.54;0.50;0.37;0.44;8.40;4.43;10.42;8.73;1.22;3
163819;4.15;5.20;3.57;0.50;6.38;0.76;3.40;4.55;2.12;2.19;1.40;3.38;0.53;0.37;0.44;8.51;4.35;10.13;8.73;1.32;3
163820;4.20;5.21;3.41;0.46;6.38;0.77;3.37;4.48;1.77;2.19;1.43;2.54;0.55;0.37;0.44;8.51;4.43;10.27;8.73;1.32;3
163821;4.09;5.20;3.90;0.46;6.38;0.77;3.43;4.55;1.77;2.15;1.43;2.65;0.55;0.37;0.44;8.40;4.35;10.42;8.73;1.22;3
163822;4.15;5.20;3.57;0.46;6.38;0.75;3.40;4.48;1.71;2.15;1.43;2.44;0.53;0.37;0.44;8.30;4.35;10.56;8.64;1.32;3
163823;4.07;5.20;3.57;0.46;6.56;0.77;3.37;4.42;1.77;2.15;1.43;3.25;0.53;0.37;0.44;8.51;4.35;10.27;8.82;1.22;3
163824;4.11;5.20;3.57;0.48;6.21;0.77;3.43;4.48;2.27;2.19;1.43;2.77;0.50;0.37;0.44;8.40;4.35;10.27;8.73;1.32;3
163825;4.09;5.20;3.49;0.48;6.38;0.77;3.37;4.48;1.77;2.37;1.43;3.78;0.55;0.37;0.44;8.40;4.35;10.13;8.90;1.22;3
163826;4.11;5.20;3.57;0.48;6.38;0.76;3.48;4.61;1.98;2.10;1.43;2.65;0.55;0.37;0.44;8.40;4.35;10.56;8.82;1.32;3
163827;4.11;5.20;3.49;0.48;6.38;0.78;3.40;4.55;1.71;2.19;1.40;2.54;0.55;0.37;0.44;8.40;4.35;10.27;8.82;1.22;3
163827;4.11;5.19;3.41;0.46;6.21;0.77;3.34;4.55;1.71;2.37;1.37;2.54;0.55;0.37;0.44;8.51;4.35;10.13;8.73;1.32;3
163828;4.11;5.20;4.08;0.56;6.38;0.77;3.37;4.48;2.12;2.19;1.40;2.65;0.53;0.39;0.44;8.51;4.43;10.13;8.82;1.22;3
163829;4.09;5.20;4.08;0.48;6.38;0.78;3.40;4.42;1.71;2.24;1.53;2.65;0.58;0.37;0.44;8.40;4.27;10.56;8.73;1.22;3
163830;4.13;5.20;3.57;0.46;6.38;0.77;3.37;4.55;1.77;2.10;1.40;2.65;0.55;0.37;0.44;8.51;4.43;10.13;8.73;1.22;3
163831;4.01;5.19;3.57;0.46;6.73;0.78;3.48;4.48;1.71;2.15;1.43;2.65;0.55;0.36;0.43;8.40;4.59;10.13;8.82;1.22;3
163832;4.13;5.19;3.41;0.45;6.21;0.77;3.34;4.48;1.64;2.10;1.37;2.65;0.53;0.36;0.44;8.51;4.43;10.27;8.73;1.22;3
163833;4.13;5.19;3.49;0.46;6.38;0.76;3.37;4.68;1.64;2.42;1.43;2.65;0.55;0.36;0.44;8.40;4.43;10.13;8.73;1.13;3
163834;4.05;5.19;3.57;0.48;6.38;0.75;3.34;4.48;1.77;2.24;1.43;2.65;0.53;0.36;0.43;8.40;4.43;10.13;8.90;1.42;3
163835;4.09;5.19;3.49;0.48;6.04;0.79;3.37;4.48;1.64;2.15;1.37;2.65;0.55;0.37;0.43;8.40;4.35;10.27;8.82;1.22;3
163836;4.15;5.19;3.57;0.45;6.04;0.75;3.37;4.42;2.05;2.10;1.40;2.65;0.67;0.36;0.44;8.40;4.51;10.27;8.73;1.22;3
163837;4.19;5.19;3.41;0.45;6.38;0.78;3.37;4.48;1.71;2.10;1.53;2.65;0.55;0.35;0.43;8.30;4.43;10.13;8.73;1.13;3
163838;4.19;5.19;3.57;0.46;6.38;0.79;3.34;4.55;1.64;2.15;1.43;3.51;0.53;0.36;0.43;8.51;4.43;10.13;8.73;1.22;3
163839;4.17;5.19;3.49;0.46;6.21;0.76;3.40;4.48;1.64;2.15;1.40;2.54;0.55;0.36;0.44;8.61;4.35;10.27;8.73;1.04;3
163840;4.15;5.19;3.49;0.46;6.21;0.78;3.34;4.48;1.71;2.15;1.40;2.65;0.53;0.36;0.43;8.61;4.35;10.13;8.64;1.13;3
