Time;Prop;Hx;LPG2;CO;CH4a;H2;Alco;LPG1;NOX;CL2;O3;CO2;Tolue;H2S;Amon;Etn;Benz;Ast;But;CH4b;Target
162159;5.22;5.57;3.62;0.73;7.22;0.81;3.74;10.06;3.09;2.97;1.87;2.89;0.54;0.54;0.64;10.11;6.54;13.72;9.17;5.21;1
162200;5.20;5.58;3.70;0.68;7.42;0.81;3.77;9.99;3.01;3.01;1.89;2.66;0.51;0.55;0.64;10.34;6.69;13.72;9.10;4.94;1
162201;5.20;5.57;3.70;0.68;7.42;0.82;3.83;9.99;3.60;3.06;1.87;2.66;0.54;0.54;0.64;10.57;6.62;13.84;9.17;5.49;1
162202;5.22;5.58;3.62;0.68;7.22;0.81;3.80;10.06;3.51;3.06;1.97;2.77;0.56;0.55;0.64;9.89;6.76;13.96;9.24;5.21;1
162202;5.22;5.58;3.62;0.70;7.22;0.81;3.74;10.13;3.17;3.01;1.92;2.66;0.54;0.54;0.64;10.45;6.69;13.84;9.17;5.49;1
162203;5.25;5.58;3.78;0.81;7.03;0.82;3.93;10.06;3.26;3.01;1.89;2.66;0.56;0.54;0.64;10.00;6.69;13.96;9.10;4.94;1
162204;5.36;5.58;3.53;0.70;7.22;0.81;3.77;9.99;3.01;3.01;1.89;2.66;0.59;0.55;0.64;10.34;6.69;13.96;9.31;5.21;1
162205;5.57;5.59;3.70;0.70;7.22;0.81;3.74;10.06;3.09;3.06;1.87;2.66;0.51;0.54;0.64;10.11;6.69;14.07;9.17;5.21;1
162206;5.43;5.58;3.96;0.70;7.03;0.82;3.77;10.13;3.17;3.06;1.84;2.66;0.56;0.54;0.64;10.00;6.76;13.96;9.17;5.49;1
162207;5.22;5.59;3.53;0.70;7.62;0.79;3.74;10.06;3.17;3.01;1.87;2.66;0.56;0.54;0.64;9.89;6.84;13.96;9.17;5.21;1
162208;5.50;5.58;3.70;0.70;7.42;0.83;3.74;10.06;3.09;3.06;1.89;2.66;0.54;0.54;0.64;10.11;6.76;14.19;9.17;5.49;1
162209;5.22;5.59;3.78;0.68;7.03;0.82;3.77;10.06;3.17;3.06;1.89;2.66;0.54;0.55;0.64;10.00;6.69;13.96;9.17;5.21;1
162210;5.41;5.59;3.70;0.70;7.22;0.81;3.74;9.99;3.26;3.14;1.92;2.66;0.51;0.54;0.63;10.11;6.84;14.07;9.17;4.94;1
162211;5.34;5.59;3.53;0.70;7.42;0.83;3.80;10.06;3.26;3.06;1.87;3.26;0.68;0.55;0.64;10.34;6.69;14.07;9.24;5.21;1
162212;5.22;5.59;3.62;0.70;7.22;0.81;3.77;9.99;3.69;3.01;1.89;2.66;0.68;0.54;0.64;10.00;6.76;13.96;9.17;5.21;1
162213;5.22;5.60;3.70;0.81;7.03;0.81;3.74;10.06;3.17;3.06;1.92;3.52;0.54;0.54;0.65;10.23;6.69;14.07;9.10;5.49;1
162214;5.70;5.60;3.70;0.65;7.03;0.82;3.77;10.06;3.17;3.10;1.92;2.66;0.56;0.54;0.64;10.45;6.99;14.07;9.17;5.49;1
162215;5.25;5.59;3.62;0.70;7.03;0.79;3.80;10.06;3.26;3.10;1.92;2.77;0.54;0.54;0.64;10.00;6.84;14.07;9.24;5.21;1
162216;5.29;5.59;3.78;0.73;7.42;0.81;3.77;10.13;3.26;3.06;1.92;2.77;0.54;0.54;0.64;10.11;6.84;14.19;9.17;4.94;1
162217;5.22;5.60;3.70;0.70;7.03;0.82;3.74;10.13;3.17;3.10;1.89;2.89;0.56;0.54;0.64;10.00;6.84;14.07;9.17;5.49;1
162218;5.27;5.60;3.70;0.70;7.42;0.79;3.77;10.13;3.26;3.06;1.89;2.89;0.54;0.55;0.64;10.23;6.76;14.19;9.17;5.21;1
162219;5.25;5.60;3.53;0.65;7.03;0.78;3.77;10.06;3.26;3.28;1.92;2.66;0.54;0.54;0.64;9.89;6.99;14.07;9.24;5.21;1
162220;5.25;5.60;3.87;0.68;7.22;0.81;3.80;10.06;3.17;3.10;1.89;2.66;0.56;0.54;0.64;10.00;6.91;14.19;9.10;4.94;1
162221;5.22;5.61;3.70;0.70;7.22;0.81;3.74;10.06;3.60;3.06;1.89;2.66;0.51;0.54;0.64;10.23;6.99;14.19;9.10;5.49;1
162222;5.22;5.60;3.53;0.70;7.22;0.81;3.77;10.06;3.69;3.14;1.92;2.66;0.56;0.54;0.64;9.89;6.84;14.19;9.10;5.21;1
162222;5.43;5.60;3.70;0.78;7.03;0.81;3.80;10.13;3.34;3.06;1.92;2.77;0.54;0.54;0.63;10.00;6.84;14.19;9.03;5.21;1
162223;5.20;5.61;3.53;0.68;7.22;0.81;3.87;10.13;3.09;3.14;1.92;2.66;0.56;0.54;0.64;10.11;6.84;14.19;9.17;5.21;1
162224;5.20;5.60;3.62;0.70;7.42;0.82;3.74;10.06;3.34;3.14;1.87;3.01;0.54;0.54;0.64;9.89;6.91;14.31;9.10;5.21;1
162225;5.57;5.61;3.70;0.70;7.22;0.81;3.83;10.21;3.26;3.06;1.92;2.89;0.56;0.54;0.64;10.00;6.91;14.43;9.17;4.94;1
162226;5.25;5.60;3.62;0.70;7.22;0.81;3.77;9.99;3.34;3.10;1.92;2.89;0.51;0.54;0.64;10.00;6.99;14.43;9.10;4.94;1
162826;4.19;5.36;3.57;0.64;7.01;0.81;3.71;4.87;2.12;2.39;1.53;2.63;0.81;0.42;0.49;9.15;4.70;10.85;8.90;1.57;2
162827;4.27;5.38;3.57;0.71;7.01;0.83;3.68;4.87;2.12;2.67;1.66;2.63;0.53;0.43;0.48;9.15;4.76;10.67;8.77;1.75;2
162828;4.19;5.38;3.57;0.64;7.20;0.81;3.91;4.93;2.06;2.46;1.61;2.63;0.51;0.42;0.48;9.15;4.70;10.95;8.90;1.57;2
162829;4.31;5.38;3.57;0.69;7.01;0.83;3.74;4.87;2.06;2.49;1.57;2.74;0.74;0.43;0.49;9.15;4.81;10.67;8.84;1.75;2
162830;4.44;5.38;3.74;0.67;7.01;0.84;3.74;4.93;2.41;2.46;1.55;2.74;0.51;0.42;0.48;9.15;4.70;10.85;8.90;1.75;2
162831;4.29;5.38;3.49;0.67;7.20;0.83;3.71;4.87;2.17;2.46;1.55;2.98;0.51;0.43;0.49;9.25;4.86;10.76;8.77;1.75;2
162832;4.32;5.39;3.65;0.64;7.01;0.84;3.79;4.90;2.17;2.60;1.55;2.63;0.53;0.43;0.48;9.05;4.76;11.04;8.84;1.75;2
162833;4.25;5.38;3.91;0.64;6.83;0.83;3.71;4.90;2.17;2.49;1.61;3.35;0.51;0.42;0.49;9.15;4.76;10.76;8.84;1.84;2
162834;4.29;5.38;3.57;0.67;7.01;0.81;3.74;4.87;2.29;2.49;1.53;2.74;0.51;0.42;0.48;9.15;4.76;10.76;8.84;1.75;2
162834;4.27;5.38;3.57;0.64;7.20;0.85;3.79;4.87;2.12;2.49;1.59;2.63;0.51;0.42;0.49;9.15;4.76;10.85;8.84;1.57;2
162835;4.31;5.37;3.65;0.64;7.01;0.81;3.71;4.87;2.17;2.49;1.57;2.74;0.56;0.42;0.48;9.35;4.81;10.95;8.84;1.66;2
162836;4.31;5.38;3.65;0.67;7.20;0.84;3.74;4.90;2.29;2.53;1.68;2.74;0.53;0.42;0.49;9.15;4.81;11.13;8.77;1.75;2
162837;4.32;5.38;3.57;0.64;7.01;0.85;3.71;4.90;2.23;2.71;1.66;2.86;0.51;0.42;0.48;9.45;4.76;10.85;8.77;1.75;2
162838;4.53;5.38;3.57;0.67;7.01;0.83;3.74;4.90;2.29;2.53;1.57;3.76;0.51;0.42;0.48;9.15;4.76;10.76;8.65;1.84;2
162839;4.55;5.38;3.57;0.67;7.57;0.84;3.77;4.84;2.23;2.53;1.76;2.63;0.51;0.42;0.49;9.25;4.86;10.85;8.77;1.84;2
162840;4.32;5.38;3.57;0.64;7.01;0.84;3.94;4.84;2.29;2.53;1.70;2.63;0.48;0.42;0.48;9.15;4.86;10.76;8.84;1.94;2
162841;4.53;5.39;3.57;0.67;7.20;0.83;3.74;4.87;2.29;2.53;1.61;2.63;0.53;0.41;0.49;9.25;4.97;10.85;8.84;1.94;2
162842;4.34;5.38;3.65;0.74;7.38;0.83;3.79;4.87;2.29;2.53;1.59;2.63;0.48;0.42;0.48;9.05;4.86;10.95;8.77;1.84;2
162843;4.36;5.38;3.65;0.67;7.20;0.87;3.77;4.80;2.53;2.53;1.59;2.63;0.51;0.41;0.48;9.15;4.81;10.85;8.71;1.75;2
162844;4.40;5.38;3.57;0.69;7.01;0.84;3.79;4.84;2.23;2.56;1.59;3.35;0.51;0.41;0.48;9.15;4.86;10.85;8.84;1.84;2
162845;4.40;5.38;3.57;0.69;7.01;0.84;3.77;4.80;2.29;2.67;1.70;2.63;0.48;0.41;0.48;9.15;4.81;10.95;8.71;1.75;2
162846;4.38;5.38;3.57;0.67;7.20;0.83;3.77;4.84;2.35;2.53;1.68;2.74;0.53;0.42;0.48;9.25;4.86;11.13;8.71;1.75;2
162847;4.42;5.38;3.57;0.69;7.20;0.81;3.85;4.77;2.29;2.56;1.59;2.63;0.53;0.43;0.48;9.45;4.92;10.95;8.84;1.84;2
162848;4.44;5.39;3.57;0.64;7.20;0.81;3.79;4.80;2.35;2.56;1.61;2.74;0.78;0.42;0.48;9.55;4.86;11.04;8.71;1.75;2
162849;4.50;5.38;3.57;0.69;7.38;0.83;3.74;4.77;2.23;2.56;1.74;3.76;0.51;0.41;0.48;9.45;4.92;10.95;8.71;1.84;2
162850;4.42;5.38;3.82;0.71;7.20;0.83;3.77;4.77;2.29;2.56;1.59;2.63;0.53;0.42;0.48;9.15;4.97;11.22;8.77;1.94;2
162851;4.42;5.39;3.65;0.67;7.01;0.85;3.77;4.77;2.35;2.53;1.72;2.74;0.71;0.42;0.48;9.15;4.97;11.04;8.65;1.84;2
162852;4.46;5.38;3.57;0.74;7.77;0.84;3.82;4.74;2.53;2.56;1.61;2.63;0.51;0.41;0.48;9.15;4.92;11.04;8.71;1.84;2
162853;4.46;5.38;3.82;0.69;7.57;0.84;3.74;4.77;2.29;2.56;1.61;2.63;0.53;0.41;0.48;9.25;4.86;11.04;8.84;1.94;2
162853;4.46;5.39;3.57;0.69;7.20;0.83;3.77;4.77;2.29;2.64;1.63;2.63;0.53;0.41;0.48;9.15;4.97;11.04;8.77;1.84;2
162854;4.51;5.39;3.57;0.67;7.38;0.87;3.77;4.74;2.47;2.56;1.61;3.35;0.48;0.41;0.48;9.15;4.92;11.04;8.71;1.84;2
162855;4.46;5.38;3.57;0.67;7.01;0.85;3.77;4.74;2.35;2.56;1.63;2.74;0.51;0.41;0.47;9.15;4.97;11.22;8.65;1.94;2
162856;4.51;5.38;3.57;0.77;7.20;0.85;3.79;4.74;2.35;2.56;1.61;2.74;0.51;0.41;0.47;9.15;4.97;11.13;8.77;1.84;2
162857;4.75;5.39;3.74;0.79;7.57;0.81;3.82;4.77;2.35;2.60;1.72;2.52;0.68;0.41;0.48;9.35;5.03;11.22;8.65;1.75;2
162858;4.51;5.38;3.57;0.71;7.38;0.81;3.79;4.77;2.65;2.56;1.70;3.35;0.62;0.41;0.47;9.15;5.03;11.13;8.71;1.84;2
162859;4.46;5.38;3.65;0.74;7.20;0.81;3.77;4.74;2.47;2.53;1.63;3.10;0.51;0.42;0.48;9.25;5.03;11.31;8.71;1.84;2
162900;4.50;5.39;3.57;0.69;7.38;0.83;3.77;4.77;2.71;2.56;1.61;2.63;0.53;0.41;0.48;9.15;5.03;11.41;8.65;1.75;2
162901;4.51;5.38;3.74;0.71;7.38;0.83;3.85;4.74;2.35;2.60;1.61;2.63;0.51;0.41;0.48;9.15;5.03;11.13;8.71;1.84;2
162902;4.53;5.39;3.57;0.74;7.38;0.83;3.79;4.71;2.41;2.64;1.61;2.63;0.51;0.41;0.47;9.25;5.03;11.22;8.65;1.84;2
162903;4.55;5.40;3.65;0.71;7.20;0.81;3.94;4.74;2.35;2.71;1.61;2.74;0.51;0.41;0.47;9.15;5.03;11.41;8.65;1.75;2
162904;4.53;5.40;3.57;0.69;7.77;0.81;3.79;4.71;2.35;2.74;1.63;2.74;0.53;0.41;0.48;9.35;5.03;11.04;8.65;1.84;2
162905;4.53;5.40;3.57;0.71;7.20;0.85;3.94;4.71;2.35;2.53;1.61;3.48;0.51;0.41;0.48;9.25;5.03;11.13;8.65;1.84;2
162906;4.55;5.40;3.65;0.71;7.01;0.84;3.74;4.68;2.35;2.56;1.63;2.52;0.53;0.41;0.48;9.25;4.97;11.31;8.71;1.75;2
162907;4.63;5.40;3.65;0.69;7.20;0.81;3.79;4.74;2.41;2.78;1.68;2.63;0.53;0.41;0.48;9.25;4.97;11.22;8.65;1.94;2
162908;4.57;5.39;3.57;0.71;7.77;0.80;3.82;4.71;2.35;2.60;1.72;2.63;0.51;0.41;0.47;9.35;4.97;11.22;8.65;1.75;2
162909;4.67;5.40;3.65;0.69;7.38;0.81;3.88;4.74;2.47;2.56;1.66;3.22;0.51;0.41;0.48;9.45;5.03;11.22;8.58;1.84;2
162910;4.53;5.39;3.57;0.69;7.20;0.84;3.97;4.96;2.41;2.56;1.61;2.63;0.51;0.40;0.48;9.25;5.03;11.22;8.58;1.84;2
162911;4.92;5.40;3.57;0.74;7.38;0.85;3.79;4.71;2.47;2.74;1.63;2.52;0.51;0.40;0.48;9.15;5.03;11.31;8.52;1.94;2
162912;4.53;5.39;3.57;0.69;7.01;0.81;3.82;4.74;2.65;2.56;1.63;2.63;0.53;0.40;0.48;9.15;5.03;11.22;8.58;1.75;2
162912;4.55;5.38;3.57;0.69;7.38;0.83;3.77;4.68;2.47;2.78;1.66;3.76;0.53;0.40;0.49;9.15;5.03;11.31;8.58;1.75;2
162913;4.55;5.39;3.65;0.69;7.57;0.81;3.79;4.68;2.41;2.64;1.63;2.63;0.51;0.40;0.48;9.15;5.08;11.41;8.58;1.84;2
162914;4.80;5.39;3.91;0.71;7.38;0.83;3.79;4.71;2.41;2.64;1.66;2.74;0.51;0.42;0.47;9.45;5.14;11.41;8.46;1.75;2
162915;4.57;5.40;3.57;0.69;7.57;0.81;3.79;4.65;2.47;2.64;1.63;3.22;0.59;0.41;0.47;9.35;5.14;11.41;8.58;1.75;2
162916;4.84;5.40;3.65;0.69;7.20;0.83;3.82;4.65;2.41;2.64;1.66;3.35;0.51;0.41;0.47;9.35;5.14;11.50;8.52;1.84;2
162917;4.57;5.40;3.57;0.71;7.20;0.83;3.79;4.65;2.47;2.60;1.66;2.74;0.51;0.40;0.48;9.35;5.14;11.41;8.52;1.75;2
162918;4.59;5.40;3.74;0.71;7.20;0.83;3.82;4.65;2.47;2.64;1.63;2.52;0.53;0.40;0.47;9.35;5.08;11.50;8.58;1.84;2
162919;4.67;5.40;3.57;0.71;7.38;0.83;3.79;4.68;2.53;2.64;1.76;2.63;0.53;0.40;0.47;9.25;5.08;11.59;8.52;1.75;2
162920;4.86;5.41;3.57;0.85;7.38;0.84;3.82;4.65;2.47;2.71;1.66;2.52;0.48;0.41;0.47;9.35;5.14;11.50;8.58;1.75;2
162921;4.73;5.40;3.57;0.69;7.20;0.83;3.94;4.80;2.53;2.64;1.91;2.74;0.51;0.41;0.48;9.25;5.25;11.41;8.58;1.75;2
162922;4.53;5.42;3.65;0.74;7.38;0.84;3.77;4.62;2.47;2.67;1.66;2.63;0.46;0.40;0.48;9.35;5.19;11.41;8.71;1.75;2
162923;4.92;5.42;3.65;0.77;7.38;0.81;3.77;4.68;2.53;2.71;1.68;2.63;0.51;0.42;0.47;9.15;5.14;11.50;8.65;1.84;2
162924;4.65;5.43;3.57;0.71;7.20;0.84;3.82;4.65;2.53;2.67;1.68;2.63;0.51;0.41;0.48;9.35;5.14;11.41;8.71;1.84;2
162925;4.63;5.43;3.57;0.79;7.77;0.84;3.79;4.87;2.53;2.71;1.70;2.63;0.78;0.41;0.48;9.25;5.14;11.50;8.58;1.75;2
162926;4.63;5.43;3.65;0.74;7.38;0.84;3.77;4.68;2.47;2.67;1.68;2.63;0.53;0.41;0.48;9.25;5.30;11.59;8.65;1.84;2
162927;4.65;5.42;3.65;0.74;7.38;0.83;3.85;4.71;2.53;2.64;1.66;2.63;0.51;0.41;0.48;9.25;5.19;11.41;8.65;1.84;2
162928;4.82;5.42;3.57;0.69;7.57;0.87;3.79;4.71;2.53;2.85;1.76;3.48;0.85;0.41;0.49;9.25;5.14;11.41;8.65;1.94;2
162929;4.82;5.43;3.65;0.71;7.38;0.83;3.79;4.74;2.59;2.64;1.66;2.86;0.62;0.41;0.47;9.35;5.25;11.41;8.58;1.84;2
162930;4.65;5.43;3.49;0.74;7.38;0.83;3.82;4.71;2.59;2.67;1.76;2.74;0.48;0.41;0.47;9.35;5.14;11.50;8.65;1.94;2
162931;4.65;5.43;3.57;0.71;7.38;0.81;3.82;4.71;2.59;2.74;1.70;2.63;0.51;0.41;0.48;9.35;5.25;11.41;8.71;1.75;2
162932;4.69;5.43;3.57;0.71;7.38;0.84;3.79;4.84;2.47;2.67;1.66;2.86;0.74;0.42;0.48;9.35;5.25;11.59;8.71;1.94;2
162932;4.65;5.44;3.57;0.77;7.38;0.84;3.79;4.74;2.47;2.71;1.68;2.63;0.53;0.40;0.47;9.15;5.25;11.78;8.65;1.84;2
162933;4.63;5.44;4.36;0.74;7.20;0.80;3.79;4.77;2.53;2.71;1.70;2.63;0.53;0.41;0.48;9.25;5.25;11.68;8.65;1.94;2
162934;4.63;5.44;3.65;0.74;7.20;0.83;3.79;4.74;2.91;2.71;1.82;2.63;0.65;0.41;0.47;9.25;5.19;11.50;8.65;1.94;2
162935;4.65;5.44;3.82;0.74;7.38;0.83;3.82;4.87;2.53;2.67;1.78;2.74;0.53;0.41;0.48;9.35;5.19;11.59;8.65;1.84;2
162936;4.65;5.44;3.65;0.74;8.37;0.84;3.79;4.74;2.59;2.71;1.68;2.63;0.65;0.41;0.48;9.15;5.25;11.59;8.71;1.94;2
162937;4.61;5.44;3.74;0.74;7.38;0.84;3.85;4.77;2.59;2.71;1.70;2.74;0.51;0.41;0.48;9.45;5.19;11.59;8.65;2.05;2
162938;4.61;5.45;3.65;0.77;7.57;0.81;3.79;4.71;2.59;2.71;1.68;2.63;0.53;0.40;0.47;9.25;5.25;11.59;8.65;1.94;2
162939;4.88;5.45;3.57;0.77;7.77;0.83;3.82;4.74;2.59;2.85;1.70;2.74;0.51;0.41;0.47;9.45;5.25;11.59;8.58;1.94;2
162940;4.61;5.43;3.57;0.74;7.38;0.83;3.77;4.74;2.53;2.85;1.66;2.63;0.53;0.40;0.48;9.35;5.41;11.50;8.58;1.94;2
162941;4.59;5.44;3.57;0.74;7.38;0.81;3.82;4.71;2.59;2.74;1.70;2.63;0.53;0.40;0.48;9.25;5.25;11.59;8.65;2.05;2
162942;4.57;5.45;3.65;0.74;7.38;0.83;3.79;4.68;2.65;2.74;1.72;2.63;0.51;0.41;0.48;9.35;5.36;11.59;8.65;1.94;2
162943;4.59;5.45;3.57;0.77;7.38;0.84;3.94;4.71;2.47;2.78;1.70;3.22;0.51;0.41;0.48;9.35;5.25;11.59;8.71;1.94;2
162944;4.61;5.44;3.65;0.74;7.77;0.84;3.88;4.74;2.53;2.71;1.72;3.48;0.48;0.40;0.48;9.45;5.36;11.68;8.65;2.05;2
162945;4.59;5.45;3.65;0.74;7.38;0.80;3.79;4.68;2.71;2.78;1.72;3.10;1.22;0.41;0.48;9.25;5.30;11.59;8.58;1.94;2
162946;4.57;5.45;3.57;0.79;7.38;0.83;3.88;4.71;2.59;2.71;1.70;3.48;0.78;0.40;0.48;9.55;5.36;11.78;8.58;2.16;2
162947;4.61;5.45;3.57;0.77;7.38;0.81;3.77;4.65;2.53;2.71;1.74;4.04;0.53;0.41;0.47;9.35;5.30;11.87;8.65;1.94;2
162948;4.63;5.45;3.65;0.79;7.38;0.81;3.82;4.77;2.65;2.89;1.72;2.74;0.62;0.40;0.47;9.15;5.30;11.78;8.71;2.05;2
162949;4.61;5.44;3.57;0.79;7.38;0.87;3.82;4.71;2.65;2.78;1.72;2.74;0.51;0.40;0.47;9.25;5.41;11.68;8.65;1.94;2
162950;4.90;5.45;3.57;0.91;7.38;0.84;3.85;4.68;2.65;2.74;1.70;2.63;0.48;0.41;0.48;9.45;5.36;11.68;8.58;2.05;2
162951;4.86;5.45;3.74;0.82;7.96;0.84;3.82;4.68;2.91;2.67;1.72;3.35;0.46;0.40;0.48;9.25;5.36;11.68;8.58;1.94;2
162951;5.05;5.45;3.57;0.77;8.16;0.80;3.82;4.68;2.59;2.89;1.72;2.74;0.48;0.40;0.48;9.35;5.36;11.87;8.65;2.05;2
162952;4.84;5.45;3.65;0.77;7.38;0.83;3.82;4.65;2.71;2.71;1.72;2.63;0.51;0.41;0.48;9.35;5.36;11.78;8.58;2.05;2
162953;4.69;5.46;3.57;0.77;7.96;0.81;3.82;4.68;2.65;2.74;1.74;3.48;0.51;0.40;0.47;9.35;5.47;11.78;8.58;2.05;2
162954;4.65;5.45;3.74;0.77;7.38;0.84;3.79;4.62;2.65;2.71;1.78;2.63;0.71;0.40;0.47;9.45;5.36;11.78;8.58;1.94;2
162955;4.84;5.44;3.57;0.74;7.57;0.81;3.88;4.65;2.59;2.92;1.70;3.35;0.53;0.40;0.48;9.35;5.47;11.78;8.58;1.94;2
162956;4.63;5.45;3.65;0.77;7.77;0.81;3.82;4.68;2.59;2.78;1.72;2.74;0.51;0.40;0.47;9.25;5.36;11.78;8.58;1.94;2
162957;4.65;5.45;3.65;0.79;7.57;0.83;3.97;4.62;2.59;2.71;1.76;2.52;0.51;0.40;0.48;9.25;5.36;11.78;8.58;2.05;2
162958;4.88;5.45;3.57;0.74;7.57;0.83;3.82;4.62;2.65;2.71;1.72;2.63;0.53;0.40;0.47;9.55;5.36;11.78;8.58;2.05;2
162959;4.69;5.46;3.57;0.74;7.38;0.84;3.85;4.62;2.65;2.74;1.68;2.63;0.51;0.40;0.47;9.35;5.41;11.87;8.71;2.16;2
163000;4.63;5.45;3.65;0.79;7.57;0.85;3.91;4.65;2.65;2.74;1.74;2.63;0.51;0.40;0.48;9.35;5.36;11.87;8.58;2.05;2
163001;4.63;5.45;3.91;0.77;7.57;0.81;3.82;4.65;2.59;2.74;1.72;2.63;0.56;0.40;0.48;9.45;5.36;11.96;8.58;2.16;2
163002;4.71;5.45;3.82;0.79;7.38;0.83;3.85;4.68;2.78;2.71;1.74;2.63;0.51;0.40;0.48;9.55;5.41;11.78;8.65;2.05;2
163003;4.63;5.45;3.49;0.77;7.57;0.84;3.88;4.65;2.98;2.74;1.70;2.63;0.51;0.40;0.47;9.55;5.41;11.87;8.52;2.05;2
163004;4.67;5.46;3.65;0.77;7.57;0.84;3.79;4.68;2.65;2.71;1.74;2.63;0.56;0.40;0.47;9.45;5.41;11.87;8.52;1.94;2
163005;4.65;5.45;3.65;0.77;7.77;0.83;3.85;4.65;2.71;2.74;1.76;2.74;0.48;0.40;0.47;9.35;5.36;11.87;8.58;2.05;2
163006;4.71;5.45;3.74;0.91;7.57;0.84;3.85;4.65;2.84;2.74;1.80;2.63;0.56;0.40;0.47;9.35;5.41;11.78;8.58;2.16;2
163007;4.63;5.46;3.65;0.85;7.57;0.84;3.85;4.65;2.65;2.74;1.72;2.74;0.51;0.40;0.47;9.35;5.53;11.78;8.58;2.05;2
163008;4.67;5.46;3.74;0.79;7.57;0.80;3.82;4.62;2.59;2.78;1.78;2.63;0.78;0.40;0.47;9.45;5.41;11.87;8.52;2.16;2
163009;4.80;5.46;3.57;0.77;7.57;0.85;3.85;4.65;2.71;2.71;1.74;2.63;0.53;0.39;0.48;9.45;5.53;11.87;8.52;2.05;2
163010;4.59;5.46;3.65;0.77;7.77;0.83;3.82;4.80;2.71;2.96;1.82;2.63;0.53;0.40;0.47;9.45;5.53;11.96;8.65;1.94;2
163011;4.73;5.47;3.65;0.74;7.57;0.83;3.85;4.65;2.59;2.78;1.80;2.63;0.56;0.40;0.47;9.25;5.41;11.96;8.58;1.94;2
163011;4.84;5.48;3.57;0.79;7.77;0.83;3.82;4.62;2.71;2.78;1.72;3.90;0.53;0.40;0.47;9.35;5.47;11.96;8.52;2.05;2
163012;4.65;5.47;3.57;0.77;7.57;0.81;3.79;4.65;2.65;2.78;1.70;2.63;0.48;0.40;0.47;9.35;5.36;11.87;8.58;2.05;2
163013;4.86;5.47;3.65;0.77;7.57;0.84;3.79;4.65;2.65;2.71;1.72;2.74;0.51;0.39;0.47;9.45;5.41;11.87;8.52;1.94;2
163014;4.69;5.48;3.65;0.79;7.77;0.83;3.82;4.65;2.71;2.78;1.78;2.63;0.51;0.39;0.47;9.35;5.53;12.06;8.65;2.05;2
163015;4.67;5.47;3.57;0.79;7.57;0.81;3.82;4.68;2.65;2.74;1.74;2.63;0.51;0.39;0.47;9.35;5.53;11.96;8.58;2.05;2
163016;4.67;5.49;3.65;0.79;7.77;0.81;3.82;4.62;2.98;2.85;1.74;2.63;0.53;0.39;0.47;9.86;5.47;11.87;8.58;1.94;2
163017;4.73;5.48;3.57;0.79;7.38;0.83;3.85;4.62;2.98;2.78;1.72;2.86;0.51;0.39;0.47;9.45;5.41;11.96;8.65;2.16;2
163018;4.69;5.48;3.74;0.85;7.77;0.81;3.82;4.68;2.71;2.78;1.72;2.63;0.81;0.40;0.48;9.45;5.47;12.06;8.58;2.05;2
163019;4.75;5.49;3.74;0.79;7.77;0.83;3.85;4.65;2.71;2.74;1.80;3.62;0.48;0.39;0.47;9.45;5.53;11.96;8.58;2.16;2
163020;4.73;5.49;3.57;0.82;7.57;0.83;3.82;4.65;2.71;2.78;1.82;2.74;0.48;0.39;0.48;9.35;5.53;12.06;8.58;1.94;2
163021;4.71;5.49;4.08;0.79;7.77;0.80;3.85;4.65;2.65;2.96;1.72;2.52;0.56;0.39;0.47;9.45;5.53;12.06;8.46;2.16;2
163022;4.73;5.49;3.57;0.79;7.96;0.84;3.88;4.68;2.71;2.78;1.76;2.63;0.51;0.39;0.47;9.45;5.59;12.06;8.58;2.16;2
163023;4.92;5.49;3.74;0.79;7.96;0.83;3.88;4.65;2.71;2.92;1.76;2.63;0.53;0.39;0.47;9.35;5.59;12.06;8.65;2.16;2
163024;4.78;5.49;3.74;0.77;7.77;0.83;3.94;4.65;2.71;2.78;1.74;2.63;0.53;0.40;0.47;9.35;5.59;12.06;8.52;1.94;2
163025;4.78;5.49;3.82;0.77;7.77;0.80;3.94;4.65;2.71;2.78;1.74;2.74;0.56;0.39;0.47;9.45;5.53;12.15;8.52;2.16;2
163026;4.75;5.50;3.65;0.79;7.77;0.83;3.91;4.65;2.78;2.78;1.89;2.52;0.68;0.40;0.48;9.35;5.53;12.15;8.58;2.16;2
163027;4.75;5.51;3.65;0.79;8.16;0.80;3.91;4.74;2.78;2.92;1.76;2.98;0.51;0.40;0.47;9.45;5.59;12.06;8.58;2.05;2
163028;4.92;5.50;3.57;0.79;7.57;0.81;3.88;4.65;2.71;2.82;1.74;2.52;0.51;0.39;0.47;9.45;5.53;12.06;8.52;2.05;2
163029;4.92;5.50;3.57;0.77;7.57;0.83;4.01;4.65;2.84;2.78;1.74;2.63;0.51;0.39;0.47;9.35;5.53;12.25;8.58;2.16;2
163030;4.94;5.50;3.57;0.79;8.16;0.84;3.88;4.62;2.78;2.78;1.84;2.74;0.51;0.39;0.47;9.35;5.59;12.15;8.52;2.05;2
163030;4.75;5.51;3.65;0.82;7.77;0.84;3.94;4.62;3.18;2.82;1.76;2.63;0.65;0.39;0.47;9.45;5.59;12.44;8.58;2.16;2
163031;4.99;5.51;3.65;0.82;7.96;0.81;3.91;4.71;2.78;2.82;1.76;2.52;0.53;0.40;0.47;9.35;5.59;12.25;8.58;2.16;2
